name,category,address,hours,rating,price,avg_bill,middle_avg_bill,middle_coffee_cup,chain,seats,city,avg_bill_from,avg_bill_to
шаурма,кафе,вагоноремонтная улица 5 корп. 3,"ежедневно,08:00–23:00",8.2,,,,,1,,Москва,,-1.0
яндекс лавка,ресторан,алтуфьевское шоссе 79а стр. 25,"ежедневно,07:00–00:00",6.6,,,,,1,,Москва,,-1.0
ленкорань,кафе,дмитровское шоссе 165 корп. 1,"ежедневно,06:00–20:00",2.8,,,,,0,350.0,Москва,,-1.0
sushi city,ресторан,дмитровское шоссе 107ак1,"ежедневно,11:00–23:00",8.2,,,,,0,,Москва,,-1.0
донер-шашлык,ресторан,улица лескова 22,"ежедневно,круглосуточно",9.0,,,,,0,0.0,Москва,,-1.0
ош,ресторан,улица пришвина 26,"ежедневно,08:00–21:00",9.8,,,,,0,52.0,Москва,,-1.0
толстяк,кафе,алтуфьевское шоссе 70 корп. 1,"ежедневно,10:00–22:00",8.6,,,,,0,120.0,Москва,,-1.0
мастер вкуса,ресторан,мурановская улица 9,пн-сб 10:00–22:00; вс 11:00–20:00,8.6,,,,,0,,Москва,,-1.0
wild bean,кофейня,дмитровское шоссе 107е,"ежедневно,круглосуточно",7.0,,,,,0,20.0,Москва,,-1.0
восточная кухня,ресторан,улица пришвина вл23а,"ежедневно,09:00–23:00",7.8,,,,,0,,Москва,,-1.0
i-coffee. me,кофейня,дмитровское шоссе 157 стр. 12,"ежедневно,08:00–22:00",8.4,,,,,0,,Москва,,-1.0
тандыр № 1,кафе,улица лескова 22г,"ежедневно,круглосуточно",8.0,,,,,0,0.0,Москва,,-1.0
пицца фалафилло халяль,кафе,улица пришвина 17,"ежедневно,11:00–23:00",8.6,,,,,0,2.0,Москва,,-1.0
еда greek,ресторан,дмитровское шоссе 163ак1,"ежедневно,10:00–22:00",7.8,,,,,0,,Москва,,-1.0
vintage,кафе,дмитровское шоссе 163ак1,"ежедневно,10:00–22:00",8.2,,,,,0,,Москва,,-1.0
mr. пи,ресторан,улица конёнкова 13с2,"ежедневно,круглосуточно",7.6,,,,,0,,Москва,,-1.0
чайхана,кафе,дубнинская улица 79ас7,"ежедневно,круглосуточно",8.2,,,,,1,,Москва,,-1.0
кафе,кофейня,алтуфьевское шоссе 52,пн-сб 09:00–20:00; вс 09:00–18:00,9.0,,,,,1,18.0,Москва,,-1.0
центр вкуса,кафе,улица пришвина 17,"ежедневно,09:00–21:00",8.2,,,,,0,2.0,Москва,,-1.0
неаполитан пицца,кафе,улица пришвина 23,"ежедневно,12:00–23:00",8.6,,,,,0,0.0,Москва,,-1.0
яндекс лавка,ресторан,алтуфьевское шоссе 50,"ежедневно,круглосуточно",8.4,,,,,1,22.0,Москва,,-1.0
семьяне,кафе,дмитровское шоссе 107 корп. 3,"ежедневно,11:00–23:00",9.6,,,,,0,198.0,Москва,,-1.0
family cafe,ресторан,дмитровское шоссе 163 стр. 4,"пн,ср,чт,пт,сб,вс 15:00–19:00",8.0,,,,,0,79.0,Москва,,-1.0
грузинский бульвар,быстрое питание,дмитровское шоссе 163а корп. 1,"ежедневно,10:00–22:00",8.0,,,,,0,350.0,Москва,,-1.0
16 июня,кафе,бульвар академика ландау 3,неизвестно,2.8,,,,,0,,Москва,,-1.0
джари,кафе,широкая улица 27,"ежедневно,12:00–23:00",9.2,средние,средний счёт:1000 ₽,1000.0,,0,15.0,Москва,1000.0,-1.0
бистро хинкальная,ресторан,проезд шокальского 50,"ежедневно,11:00–23:00",9.8,средние,средний счёт:350–800 ₽,575.0,,0,48.0,Москва,350.0,800.0
тбилисо,"бар, паб",студёный проезд 36,"ежедневно,11:00–23:00",8.6,средние,средний счёт:600–700 ₽,650.0,,0,80.0,Москва,600.0,700.0
глобус ресторан,быстрое питание,широкая улица 2а,"ежедневно,08:00–23:00",9.8,,,,,0,,Москва,,-1.0
андерсон,ресторан,стартовая улица 9 корп. 2,"ежедневно,10:00–22:00",9.4,выше среднего,средний счёт:1200–1800 ₽,1500.0,,0,46.0,Москва,1200.0,1800.0
the zavtrak,кофейня,полярная улица 27 корп. 2,"ежедневно,09:00–21:00",9.0,,,,,0,52.0,Москва,,-1.0
обжора,столовая,осташковская улица 14 стр. 5,пн-пт 09:00–20:00,9.8,,,,,0,40.0,Москва,,-1.0
rozie bakery,кофейня,студёный проезд 7а,"ежедневно,09:00–21:00",9.2,,,,,0,2.0,Москва,,-1.0
чайхана ташкент,быстрое питание,стартовая улица 18а стр. 2,"ежедневно,10:00–01:00",8.6,средние,средний счёт:500–1000 ₽,750.0,,0,46.0,Москва,500.0,1000.0
ла гатта,пиццерия,улица малыгина 7,"пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",9.8,средние,средний счёт:350 ₽,350.0,,0,35.0,Москва,350.0,-1.0
мск lounge,"бар, паб",широкая улица 24б,"пн-пт 11:00–05:00; сб,вс 12:00–05:00",8.6,средние,средний счёт:1000–1200 ₽,1100.0,,0,,Москва,1000.0,1200.0
свои люди,ресторан,белозерская улица 17г,"пн-чт 12:00–00:00; пт,сб 12:00–02:00; вс 12:00–00:00",8.8,средние,средний счёт:от 700 ₽,700.0,,0,98.0,Москва,700.0,-1.0
мегаполис кафе,кафе,улица молодцова 2а,"ежедневно,11:00–23:00",8.6,выше среднего,средний счёт:1000–1500 ₽,1250.0,,0,50.0,Москва,1000.0,1500.0
dolce & gamarjoba,"бар, паб",улица малыгина 20,"ежедневно,11:00–23:00",8.6,,,,,0,28.0,Москва,,-1.0
полярная звезда,столовая,полярный проезд 18,"ежедневно,10:00–20:00",9.0,,,,,0,,Москва,,-1.0
шашлычный дворик,кафе,широкая улица 27,"ежедневно,11:00–22:30",8.6,средние,средний счёт:350 ₽,350.0,,0,15.0,Москва,350.0,-1.0
chicken father,быстрое питание,широкая улица 11,"ежедневно,07:30–00:30",9.6,средние,средний счёт:69–499 ₽,284.0,,0,,Москва,69.0,499.0
аршин,ресторан,осташковский проезд 8с2,"пн-чт 12:00–00:00; пт,сб 12:00–05:00; вс 12:00–00:00",8.6,выше среднего,средний счёт:1000–1500 ₽,1250.0,,0,,Москва,1000.0,1500.0
maппа,пиццерия,тайнинская улица 9 корп. 5,вт-вс 10:00–22:00,8.2,,,,,0,,Москва,,-1.0
империал,"бар, паб",тайнинская улица 19,"ежедневно,12:00–03:00",8.6,выше среднего,средний счёт:300–2000 ₽,1150.0,,0,40.0,Москва,300.0,2000.0
причина для капучино,кофейня,полярная улица 27 корп. 4,"ежедневно,08:00–21:00",8.8,,цена чашки капучино:130–190 ₽,,160.0,0,,Москва,130.0,190.0
уголек,"бар, паб",широкая улица 14 корп. 1,"ежедневно,10:00–22:00",8.2,,,,,0,300.0,Москва,,-1.0
шоколадница,кофейня,широкая улица 13а,"ежедневно,10:00–21:00",8.2,,цена чашки капучино:239–274 ₽,,256.0,1,75.0,Москва,239.0,274.0
алиби,"бар, паб",улица малыгина 1 стр. 2,пн-чт 11:00–00:00; пт-вс 11:00–05:00,8.8,выше среднего,цена бокала пива:160–499 ₽,,,0,40.0,Москва,160.0,499.0
греческая кухня,быстрое питание,мкад 87-й километр 8,"ежедневно,10:00–22:00",8.6,,,,,0,,Москва,,-1.0
хлеб с маслом,кофейня,улица грекова 8с1,"пн-пт 08:00–21:00; сб,вс 09:00–21:00",8.6,,,,,0,,Москва,,-1.0
ресторан дежа вю,ресторан,осташковский проезд 6 стр. 2,"ежедневно,12:00–00:00",8.6,выше среднего,,,,0,98.0,Москва,,-1.0
буханка,булочная,проезд шокальского 33,"ежедневно,08:00–22:00",8.4,средние,средний счёт:200–350 ₽,275.0,,1,,Москва,200.0,350.0
самса хаус,кафе,широкая улица 12,"ежедневно,08:30–23:30",8.4,,средний счёт:100–200 ₽,150.0,,0,50.0,Москва,100.0,200.0
тайна,столовая,тайнинская улица 19,"пн-пт 17:00–00:00; сб,вс 12:00–00:00",8.0,,,,,0,40.0,Москва,,-1.0
антик,ресторан,чермянский проезд 5с10,"пн-пт 10:00–23:00; сб,вс 11:00–00:00",8.4,средние,средний счёт:800–1200 ₽,1000.0,,0,,Москва,800.0,1200.0
шаурма и бургер,быстрое питание,широкая улица 27,"ежедневно,круглосуточно",8.8,,,,,0,15.0,Москва,,-1.0
ани,ресторан,белозерская улица 17г,"ежедневно,13:00–01:00",9.8,,,,,0,98.0,Москва,,-1.0
еда greek,быстрое питание,мкад 87-й километр 8,"ежедневно,10:00–22:00",8.6,,,,,1,,Москва,,-1.0
сеть кафе зарядка,столовая,студёный проезд 7б,"ежедневно,09:00–21:00",7.6,,средний счёт:200–300 ₽,250.0,,0,15.0,Москва,200.0,300.0
чайхана найман,кафе,полярная улица 33г,"ежедневно,11:00–06:00",8.0,,,,,0,32.0,Москва,,-1.0
ай эм конфидент,кофейня,староватутинский проезд 14,"ежедневно,08:00–22:00",8.4,средние,средний счёт:350–500 ₽,425.0,,0,100.0,Москва,350.0,500.0
чайхана самарканд,"бар, паб",улица лескова 19а стр. 2,"ежедневно,11:00–00:00",8.2,средние,средний счёт:800–1200 ₽,1000.0,,0,110.0,Москва,800.0,1200.0
додо пицца,пиццерия,широкая улица 27,"пн-пт 09:00–23:00; сб,вс 10:00–23:00",8.6,,средний счёт:362 ₽,362.0,,1,15.0,Москва,362.0,-1.0
x-ti гастробар,"бар, паб",проезд шокальского 52,"пн-пт 11:00–23:00; сб,вс 10:00–23:00",8.6,,,,,0,,Москва,,-1.0
буханка,булочная,полярная улица 27 корп. 2,"ежедневно,07:00–23:00",8.4,,,,,1,52.0,Москва,,-1.0
чайхана москва-ташкент,кафе,улица плещеева 32,"ежедневно,круглосуточно",8.4,,,,,0,,Москва,,-1.0
кулинария,кафе,улица молодцова 21,"ежедневно,08:00–22:00",9.8,,,,,1,40.0,Москва,,-1.0
кафетерий при азк 317,кафе,мкад 87-й километр 14,"ежедневно,круглосуточно",8.2,,,,,0,,Москва,,-1.0
doner & tantuni,быстрое питание,улица малыгина 9 стр. 2,"ежедневно,круглосуточно",8.0,средние,средний счёт:150–500 ₽,325.0,,0,40.0,Москва,150.0,500.0
