,name,category,address,hours,rating,avg_bill,middle_coffee_cup
2215,Greenbox,Кафе,"Санкт - Петербург , Уральская , 4 , БЦ « Смоленский »","пн - пт 8.00 – 21.00 , сб - вс 10.00 – 21.00",,До 700 рублей средний чек,
2216,Greenbox,Кафе,"Санкт - Петербург , Торфяная дорога , 7 , ТРК « Гулливер »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
2217,Greenbox,Кафе,"Санкт - Петербург , наб.канала Грибоедова , 15",пн - вс 8.00 – 22.00,,До 700 рублей средний чек,
2218,Greenbox,Кафе,"Санкт - Петербург , Инструментальная , 3г",пн - пт 8.00 – 22.00,,До 700 рублей средний чек,
2219,Greenbox,Ресторан,"Санкт - Петербург , Киевская , 5 , корп.3",пн - пт 9.00 – 19.00,,До 700 рублей средний чек,
2220,Greenbox,Кафе,"Санкт - Петербург , Средний просп.В.О., 44","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 22.00",,До 700 рублей средний чек,
2221,Greenbox,Кафе,"Санкт - Петербург , Б.Зеленина , 9","пн - пт 8.00 – 22.00 , сб - вс 9.00 – 21.00",,До 700 рублей средний чек,
2222,Greenbox,Кафе,"Санкт - Петербург , просп.Обуховской Обороны , 271 , БЦ « Обухов - центр »",пн - пт 8.00 – 20.00,,До 700 рублей средний чек,
2223,Greenbox,Кафе,"Санкт - Петербург , Малый просп.В.О., 88а , ТРК « Шкиперский молл »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
2224,Greenbox,Кафе,"Санкт - Петербург , Кронверкский просп., 25",пн - вс 8.00 – 22.00,,До 700 рублей средний чек,
2225,Greenbox,Кафе,"Санкт - Петербург , Владимирский просп., 15",пн - вс 8.00 – 22.00,,До 700 рублей средний чек,
2226,Greenbox,Кафе,"Санкт - Петербург , Ефимова , 3 , ТК « Сенная »",пн - вс 8.00 – 23.00,,До 700 рублей средний чек,
2227,Greenbox,Кафе,"Санкт - Петербург , Мучной пер., 9 / 27","пн - пт 8.00 – 21.00 , сб - вс 9.00 – 21.00",,До 700 рублей средний чек,
2228,Greenbox,Кафе,"Санкт - Петербург , Пулковское ш., 40 , корп.4 , БЦ « Технополис »",пн - пт 8.30 – 19.00,,До 700 рублей средний чек,
2229,Greenbox,Кафе,"Санкт - Петербург , 1 - я Красноармейская , 2","пн - пт 8.00 – 22.00 , сб - вс 8.00 – 21.00",,До 700 рублей средний чек,
2230,Greenbox,Кафе,"Санкт - Петербург , Лиговский просп., 153 , ТРК « Лигов »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
2231,Greenbox,Кафе,"Санкт - Петербург , 1 - я Советская , 12",пн - вс 8.00 – 21.00,,До 700 рублей средний чек,
2232,Greenbox,Кафе,"Санкт - Петербург , ​ Кирочная , 29",пн - вс 8.00 – 22.00,,,
2233,Green Garden,Ресторан,"Санкт - Петербург , ​ просп.Обуховской Обороны , 195","пн - чт , вс 13.00 – 1.00 , пт - сб 13.00 – 2.00",,700 – 1700 рублей средний чек,
2234,Green Garden Пулково,Кафе,"Санкт - Петербург , аэропорт Пулково , зона международных вылетов",круглосуточно,,700 – 1700 рублей средний чек,
2235,Green Lab,Кофейня,"Санкт - Петербург , ​ Социалистическая , 11",круглосуточно,,,
2236,Green Plate,Кафе,"Санкт - Петербург , Гончарная , 11","пн - чт , вс 10.00 – 22.00 , пт - сб 10.00 – 23.00",,700 – 1700 рублей средний чек,
2237,Green Room,Кафе,"Санкт - Петербург , Лиговский просп., 74 , лофт - проект « Этажи », 3 этаж",пн - вс 11.00 – 21.00,,До 700 рублей средний чек,
2238,Green Village,Ресторан,"Санкт - Петербург , 79 - й км Приозерского ш.","пн - чт , вс 9.00 – 21.00 , пт - сб 9.00 – 0.00",,700 – 1700 рублей средний чек,
2239,Greenwich,Кофейня,"Санкт - Петербург , Оптиков , 34 , корп.1",пн - вс 8.00 – 23.00,,,
2240,Greenwood,Ресторан,"Санкт - Петербург , просп.Просвещения , 33 , корп.1 , 2 этаж","пн - чт , вс 14.00 – 3.00 , пт - сб 14.00 до последнего посетителя",,700 – 1700 рублей средний чек,
2241,Griffon,Бар,"Санкт - Петербург , просп.Чернышевского , 9","пн - пт 12.00 – 23.00 , сб - вс 17.00 – 23.00",,700 – 1700 рублей средний чек,
2242,Grill Station,Ресторан,"Санкт - Петербург , Московский просп., 139 , корп.1",пн - вс 11.00 – 0.00,,700 – 1700 рублей средний чек,
2243,Grill Vino & Хачапури,Ресторан,"Санкт - Петербург , ​ Всеволожский р - н , Мурино , просп.Авиаторов Балтики , 11 / 1","пн - чт , вс 11.00 – 0.00 , пт - сб 11.00 – 2.00",,700 – 1700 рублей средний чек,
2244,Gringo,Бар,"Санкт - Петербург , просп.Добролюбова , 7 / 2",пн - вс 12.00 – 2.00,,700 – 1700 рублей средний чек,
2245,Grissino,Ресторан,"Санкт - Петербург , Чайковского , 36",пн - вс 12.00 – 23.00,,700 – 1700 рублей средний чек,
2246,Grusha,Кафе,"Санкт - Петербург , Комсомола , 10","пн - чт , вс 11.00 – 23.00 , пт - сб 11.00 и до последнего посетителя",,700 – 1700 рублей средний чек,
2247,GS Hip Hop Bar,Бар,"Санкт - Петербург , Думская , 9",пн - вс 23.00 – 6.00,,,
2248,Guggenheim,Бар,"Санкт - Петербург , Гороховая , 49 , литера Б , пространство Seno","пн - чт , вс 12.00 – 0.00 , пт - сб 16.00 – 4.00",,700 – 1700 рублей средний чек,
2249,Gunter ' s,Фастфуд,"Санкт - Петербург , Вознесенский просп., 45",пн - вс 11.00 – 22.00,,До 700 рублей средний чек,
2250,Gurmade Catering,Ресторан,,пн - вс 10.00 – 18.00,,,
2251,Guruli,Ресторан,"Санкт - Петербург , просп.Тореза , 21","пн - чт , вс 12.00 – 2.00 , пт - сб 12.00 – 6.00",,700 – 1700 рублей средний чек,
2252,Gusto giusto,Кофейня,"Санкт - Петербург , Выборгское ш., 13 , ТК « Экополис »","пн - пт 9.00 – 21.00 , сб - вс 10.00 – 21.00",,,
2253,Gustogram,Бар,"Санкт - Петербург , Невский просп., 61","пн - чт , вс 11.00 – 3.00 , пт - сб 11.00 – 6.00",,700 – 1700 рублей средний чек,
2254,Gypsies & Jews,Бар,"Санкт - Петербург , Ломоносова , 14",пн - вс 16.00 – 23.00,,,
2255,Hangar,Бар,"Санкт - Петербург , Фурштатская , 37","пн - чт 16.00 – 1.00 , пт - сб 15.00 – 2.00 , вс 15.00 – 1.00",,До 700 рублей средний чек,
2256,Hanoi City,Ресторан,"Санкт - Петербург , 1 - я линия В.О., 36",пн - вс 12.00 – 23.00,,До 700 рублей средний чек,
2257,Hanoi City,Ресторан,"Санкт - Петербург , Пестеля , 19",пн - вс 12.00 – 23.00,,До 700 рублей средний чек,
2258,Hanse Bier,"бар, паб","Санкт - Петербург , Ивановская , 8","пн - чт , вс 12.00 – 2.00 , пт - сб 12.00 – 5.00",,700 – 1700 рублей средний чек,
2259,Harat ' s,Паб,"Санкт - Петербург , Невский просп., 109",пн - вс 12.00 – 2.00,,700 – 1700 рублей средний чек,
2260,Harley Drink,Бар,"Санкт - Петербург , Пискаревский просп., 144 , литера АК , стр.1","пн - чт 10.00 – 23.00 , пт 10.00 – 1.00 , сб 12.00 – 1.00 , вс 12.00 – 23.00",,700 – 1700 рублей средний чек,
2261,Harvest,Ресторан,"Санкт - Петербург , просп.Добролюбова , 11 , БЦ « Добролюбов »","пн - чт , вс 13.00 – 0.00 , пт - сб 13.00 – 1.00",,1700 – 3000 рублей средний чек,
2262,Healthy Conscience,Кафе,"Санкт - Петербург , Марата , 35",вт - вс 12.00 – 21.00,,700 – 1700 рублей средний чек,
2263,Heartly Pub,Паб,"Санкт - Петербург , наб.реки Фонтанки , 20 , лофт « Голицын »","ср - чт , вс 17.00 – 0.00 , пт - сб 17.00 – 2.00",,700 – 1700 рублей средний чек,
2264,Hermitage,Кондитерская,"Санкт - Петербург , Дворцовая пл., 6 – 8","вт , чт , сб - вс 11.00 – 17.00 , ср , пт 11.00 – 20.00",,,
2265,Herr Ekler,Стритфуд,"Санкт - Петербург , Чкаловский просп., 5",пн - вс 10.00 – 22.00,,700 – 1700 рублей средний чек,
2266,Hesburger,Фастфуд,"Санкт - Петербург , Пулковское ш., 25 , корп.1 , ТРК « Лето »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
2267,Hesburger,Фастфуд,"Санкт - Петербург , просп.Энгельса , 154 , ТРК « Гранд - каньон »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
2268,Hesburger,Фастфуд,"Санкт - Петербург , Всеволожский р - н , Кудрово , Европейский просп., 8","пн - пт 9.00 – 23.00 , сб - вс 10.00 – 23.00",,До 700 рублей средний чек,
2269,Hesburger,Фастфуд,"Санкт - Петербург , Торфяная дорога , 7 , ТРК « Гулливер »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
2270,Hesburger,Фастфуд,"Санкт - Петербург , просп.Чернышевского , 10","пн - пт 8.00 – 23.00 , сб 9.00 – 23.00 , вс 10.00 – 23.00",,До 700 рублей средний чек,
2271,Hesburger,Фастфуд,"Санкт - Петербург , Литейный пpосп., 47","пн - чт 8.00 – 23.00 , пт - сб 8.00 – 6.00 , вс 10.00 – 23.00",,До 700 рублей средний чек,
2272,Hesburger,Фастфуд,"Санкт - Петербург , Сенная пл., 7","пн - сб 8.00 – 23.00 , вс 9.00 – 23.00",,До 700 рублей средний чек,
2273,Hesburger,Фастфуд,"Санкт - Петербург , Балканская пл., 5 , литера Ю , ТРК « Балкания Nova »",пн - вс 10.00 – 22.00,,До 700 рублей средний чек,
